"action_type","lat","lon","playoffs","season","shot_distance","shot_made_flag","shot_type","opponent","attendance","arena_temp","avgnoisedb","time_remaining_period","game_time"
"Jump Shot",34.0103,-118.3218,0,"2010",6,0,"2PT Field Goal","OKC",13242,70,90.88,455,1705
"Turnaround Fadeaway shot",34.0303,-118.1648,0,"2010",10,0,"2PT Field Goal","OKC",13242,70,90.88,425,1735
"Jump Shot",33.8853,-118.2468,0,"2010",16,1,"2PT Field Goal","OKC",13242,70,90.88,388,2492
"Jump Shot",33.8333,-118.2338,0,"2010",21,0,"2PT Field Goal","OKC",13242,70,90.88,191,2689
"Turnaround Jump Shot",34.0103,-118.2548,0,"2010",3,0,"2PT Field Goal","DAL",15978,76,100.33,512,208
"Jump Shot",34.0333,-118.3968,0,"2010",12,1,"2PT Field Goal","DAL",15978,76,100.33,487,233
"Pullup Jump shot",34.0333,-118.1228,0,"2010",14,1,"2PT Field Goal","DAL",15978,76,100.33,57,663
"Jump Shot",33.8143,-118.3518,0,"2010",24,0,"3PT Field Goal","DAL",15978,76,100.33,131,1309
"Jump Shot",33.7563,-118.2678,0,"2010",28,0,"3PT Field Goal","DAL",15978,76,100.33,590,1570
"Driving Layup Shot",34.0273,-118.2638,0,"2010",1,1,"2PT Field Goal","DAL",15978,76,100.33,447,1713
"Jump Shot",33.8823,-118.2718,0,"2010",16,0,"2PT Field Goal","DAL",15978,76,100.33,407,1753
"Turnaround Fadeaway shot",33.9133,-118.2378,0,"2010",13,0,"2PT Field Goal","DAL",15978,76,100.33,333,1827
"Jump Shot",34.0333,-118.1668,0,"2010",10,1,"2PT Field Goal","DAL",15978,76,100.33,313,1847
"Jump Shot",33.8633,-118.3918,0,"2010",21,1,"2PT Field Goal","DAL",15978,76,100.33,523,2357
"Jump Shot",33.8693,-118.1668,0,"2010",20,1,"2PT Field Goal","DAL",15978,76,100.33,466,2414
"Jump Shot",33.9473,-118.2488,0,"2010",9,0,"2PT Field Goal","DAL",15978,76,100.33,425,2455
"Jump Shot",33.8173,-118.2878,0,"2010",22,0,"2PT Field Goal","DAL",15978,76,100.33,172,2708
"Jump Bank Shot",33.9863,-118.3778,0,"2010",12,1,"2PT Field Goal","DAL",15978,76,100.33,95,2785
"Running Hook Shot",34.0163,-118.1978,0,"2010",7,1,"2PT Field Goal","DAL",15978,76,100.33,38,2842
"Jump Bank Shot",34.0243,-118.3538,0,"2010",8,0,"2PT Field Goal","DEN",16479,74,99.07,436,284
"Turnaround Jump Shot",33.9973,-118.3348,0,"2010",8,1,"2PT Field Goal","DEN",16479,74,99.07,189,531
"Driving Layup Shot",34.0433,-118.2828,0,"2010",1,1,"2PT Field Goal","DEN",16479,74,99.07,147,1293
"Jump Shot",33.9013,-118.1508,0,"2010",18,1,"2PT Field Goal","DEN",16479,74,99.07,687,1473
"Dunk Shot",34.0463,-118.2578,0,"2010",1,1,"2PT Field Goal","DEN",16479,74,99.07,495,1665
"Jump Shot",34.0103,-118.4978,0,"2010",23,0,"3PT Field Goal","DEN",16479,74,99.07,414,1746
"Turnaround Bank shot",34.0113,-118.3818,0,"2010",11,1,"2PT Field Goal","DEN",16479,74,99.07,391,1769
"Turnaround Fadeaway shot",34.0373,-118.1558,0,"2010",11,1,"2PT Field Goal","DEN",16479,74,99.07,311,1849
"Jump Shot",33.7953,-118.2888,0,"2010",24,0,"3PT Field Goal","DEN",16479,74,99.07,257,1903
"Fadeaway Jump Shot",33.9503,-118.4198,0,"2010",17,1,"2PT Field Goal","DEN",16479,74,99.07,168,1992
"Turnaround Bank shot",34.0143,-118.3368,0,"2010",7,1,"2PT Field Goal","UTA",15083,69,94.5,568,152
"Jump Shot",34.0403,-118.0798,0,"2010",19,1,"2PT Field Goal","UTA",15083,69,94.5,444,276
"Driving Dunk Shot",34.0253,-118.2518,0,"2010",2,1,"2PT Field Goal","UTA",15083,69,94.5,216,504
"Jump Shot",33.9973,-118.4358,0,"2010",17,0,"2PT Field Goal","UTA",15083,69,94.5,126,594
"Turnaround Fadeaway shot",34.0293,-118.4118,0,"2010",14,1,"2PT Field Goal","UTA",15083,69,94.5,289,1151
"Jump Shot",33.7683,-118.3188,0,"2010",28,0,"3PT Field Goal","UTA",15083,69,94.5,162,1278
"Driving Layup Shot",34.0203,-118.2608,0,"2010",2,0,"2PT Field Goal","UTA",15083,69,94.5,121,1319
"Jump Shot",34.0083,-118.1998,0,"2010",7,1,"2PT Field Goal","UTA",15083,69,94.5,611,1549
"Jump Shot",33.8273,-118.0968,0,"2010",27,0,"3PT Field Goal","UTA",15083,69,94.5,424,1736
"Turnaround Fadeaway shot",33.9673,-118.3708,0,"2010",12,1,"2PT Field Goal","UTA",15083,69,94.5,379,1781
"Jump Shot",33.8963,-118.1258,0,"2010",20,1,"2PT Field Goal","SAC",15286,69,96.7,593,127
"Jump Shot",34.0273,-118.2968,0,"2010",3,0,"2PT Field Goal","SAC",15286,69,96.7,575,145
"Jump Shot",34.0053,-118.5018,0,"2010",23,1,"3PT Field Goal","SAC",15286,69,96.7,541,179
"Jump Shot",33.9923,-118.3148,0,"2010",6,0,"2PT Field Goal","SAC",15286,69,96.7,485,235
"Jump Shot",33.9503,-118.1648,0,"2010",14,1,"2PT Field Goal","SAC",15286,69,96.7,227,493
"Driving Dunk Shot",34.0113,-118.2818,0,"2010",3,1,"2PT Field Goal","SAC",15286,69,96.7,209,511
"Jump Shot",33.9923,-118.3348,0,"2010",8,1,"2PT Field Goal","SAC",15286,69,96.7,144,576
"Turnaround Fadeaway shot",33.9803,-118.1668,0,"2010",12,1,"2PT Field Goal","SAC",15286,69,96.7,122,598
"Jump Shot",33.8473,-118.4308,0,"2010",25,0,"3PT Field Goal","SAC",15286,69,96.7,86,634
"Fadeaway Jump Shot",34.0273,-118.4138,0,"2010",14,1,"2PT Field Goal","SAC",15286,69,96.7,32,688
"Driving Slam Dunk Shot",34.0303,-118.2658,0,"2010",1,1,"2PT Field Goal","SAC",15286,69,96.7,4,716
"Jump Shot",33.8663,-118.0798,0,"2010",26,0,"3PT Field Goal","SAC",15286,69,96.7,240,1200
"Jump Shot",33.9473,-118.3788,0,"2010",14,1,"2PT Field Goal","SAC",15286,69,96.7,48,1392
"Jump Shot",34.0133,-118.3458,0,"2010",8,0,"2PT Field Goal","SAC",15286,69,96.7,566,1594
"Jump Shot",33.8463,-118.2568,0,"2010",19,0,"2PT Field Goal","SAC",15286,69,96.7,704,2176
"Fadeaway Jump Shot",33.9833,-118.2008,0,"2010",9,0,"2PT Field Goal","SAC",15286,69,96.7,626,2254
"Jump Shot",34.0033,-118.3628,0,"2010",10,0,"2PT Field Goal","SAC",15286,69,96.7,565,2315
"Driving Slam Dunk Shot",34.0303,-118.2528,0,"2010",2,1,"2PT Field Goal","SAC",15286,69,96.7,229,2651
"Jump Shot",33.9703,-118.3378,0,"2010",10,0,"2PT Field Goal","SAC",15286,69,96.7,113,2767
"Jump Shot",34.0553,-118.5148,0,"2010",24,0,"3PT Field Goal","SAC",15286,69,96.7,73,2807
"Jump Shot",34.0113,-118.3378,0,"2010",7,1,"2PT Field Goal","SAC",15286,69,96.7,49,2831
"Jump Shot",33.8363,-118.1158,0,"2010",25,0,"3PT Field Goal","SAC",15286,69,96.7,20,2860
"Jump Shot",34.0573,-118.5128,0,"2010",24,0,"3PT Field Goal","SAC",15286,69,96.7,8,2872
"Jump Shot",33.8223,-118.1258,0,"2010",26,0,"3PT Field Goal","SAC",15286,69,96.7,2,2878
"Floating Jump shot",34.0143,-118.2678,0,"2010",3,1,"2PT Field Goal","BOS",17392,71,96.49,458,262
"Jump Shot",33.8393,-118.3478,0,"2010",21,1,"2PT Field Goal","BOS",17392,71,96.49,430,290
"Jump Shot",33.9133,-118.1858,0,"2010",15,0,"2PT Field Goal","BOS",17392,71,96.49,410,310
"Jump Bank Shot",34.0053,-118.1508,0,"2010",12,1,"2PT Field Goal","BOS",17392,71,96.49,364,1076
"Jump Shot",33.8793,-118.1778,0,"2010",18,0,"2PT Field Goal","BOS",17392,71,96.49,339,1101
"Layup Shot",34.0323,-118.2608,0,"2010",1,1,"2PT Field Goal","BOS",17392,71,96.49,284,1156
"Jump Shot",33.9643,-118.2698,0,"2010",8,1,"2PT Field Goal","BOS",17392,71,96.49,209,1231
"Fadeaway Jump Shot",34.0293,-118.3568,0,"2010",8,1,"2PT Field Goal","BOS",17392,71,96.49,121,1319
"Running Jump Shot",34.0133,-118.2268,0,"2010",5,1,"2PT Field Goal","BOS",17392,71,96.49,63,1377
"Reverse Layup Shot",34.0193,-118.2608,0,"2010",2,0,"2PT Field Goal","BOS",17392,71,96.49,45,1395
"Jump Shot",34.0433,-118.0248,0,"2010",24,1,"3PT Field Goal","BOS",17392,71,96.49,688,1472
"Jump Shot",33.9153,-118.1758,0,"2010",15,0,"2PT Field Goal","BOS",17392,71,96.49,623,1537
"Jump Shot",33.8333,-118.4188,0,"2010",25,0,"3PT Field Goal","BOS",17392,71,96.49,118,2042
"Fadeaway Jump Shot",33.9363,-118.3788,0,"2010",15,1,"2PT Field Goal","BOS",17392,71,96.49,59,2101
"Jump Shot",33.9103,-118.2218,0,"2010",14,0,"2PT Field Goal","BOS",17392,71,96.49,29,2131
"Jump Shot",33.9393,-118.3858,0,"2010",15,0,"2PT Field Goal","BOS",17392,71,96.49,662,2218
"Turnaround Jump Shot",33.9643,-118.2528,0,"2010",8,1,"2PT Field Goal","BOS",17392,71,96.49,418,2462
"Jump Shot",33.8363,-118.4248,0,"2010",25,0,"3PT Field Goal","BOS",17392,71,96.49,372,2508
"Running Jump Shot",34.0073,-118.2778,0,"2010",3,1,"2PT Field Goal","BOS",17392,71,96.49,350,2530
"Layup Shot",34.0143,-118.2638,0,"2010",3,1,"2PT Field Goal","BOS",17392,71,96.49,320,2560
"Jump Shot",33.8903,-118.1648,0,"2010",18,0,"2PT Field Goal","BOS",17392,71,96.49,281,2599
"Pullup Bank shot",33.9813,-118.2118,0,"2010",8,0,"2PT Field Goal","BOS",17392,71,96.49,249,2631
"Jump Shot",33.8903,-118.2468,0,"2010",15,1,"2PT Field Goal","BOS",17392,71,96.49,228,2652
"Jump Shot",33.8573,-118.1728,0,"2010",21,0,"2PT Field Goal","BOS",17392,71,96.49,200,2680
"Jump Shot",33.9213,-118.2798,0,"2010",12,1,"2PT Field Goal","BOS",17392,71,96.49,145,2735
"Jump Shot",34.0033,-118.2748,0,"2010",4,0,"2PT Field Goal","BOS",17392,71,96.49,106,2774
"Jump Shot",34.0213,-118.2358,0,"2010",4,0,"2PT Field Goal","HOU",14507,70,95.24,511,209
"Jump Shot",33.9473,-118.2778,0,"2010",9,0,"2PT Field Goal","HOU",14507,70,95.24,348,372
"Jump Shot",33.8953,-118.2698,0,"2010",14,0,"2PT Field Goal","HOU",14507,70,95.24,206,514
"Floating Jump shot",34.0253,-118.2268,0,"2010",4,1,"2PT Field Goal","HOU",14507,70,95.24,473,967
"Turnaround Jump Shot",33.9723,-118.2678,0,"2010",7,1,"2PT Field Goal","HOU",14507,70,95.24,442,998
"Fadeaway Jump Shot",34.0463,-118.1808,0,"2010",8,1,"2PT Field Goal","HOU",14507,70,95.24,121,1319
"Jump Shot",33.8933,-118.4708,0,"2010",25,0,"3PT Field Goal","HOU",14507,70,95.24,101,1339
"Jump Shot",33.7783,-118.3838,0,"2010",28,0,"3PT Field Goal","HOU",14507,70,95.24,0,1440
"Turnaround Fadeaway shot",33.9433,-118.2678,0,"2010",10,1,"2PT Field Goal","HOU",14507,70,95.24,616,1544
"Jump Shot",33.8353,-118.2298,0,"2010",21,0,"2PT Field Goal","HOU",14507,70,95.24,403,1757
"Running Jump Shot",33.9453,-118.2458,0,"2010",10,1,"2PT Field Goal","HOU",14507,70,95.24,367,1793
"Layup Shot",34.0223,-118.2678,0,"2010",2,1,"2PT Field Goal","HOU",14507,70,95.24,266,1894
"Driving Layup Shot",34.0323,-118.2808,0,"2010",1,1,"2PT Field Goal","HOU",14507,70,95.24,154,2006
"Jump Shot",33.8693,-118.4388,0,"2010",24,0,"3PT Field Goal","HOU",14507,70,95.24,356,2524
"Jump Shot",33.8683,-118.2638,0,"2010",17,1,"2PT Field Goal","HOU",14507,70,95.24,317,2563
"Layup Shot",34.0353,-118.2498,0,"2010",2,1,"2PT Field Goal","HOU",14507,70,95.24,247,2633
"Driving Layup Shot",34.0213,-118.2548,0,"2010",2,0,"2PT Field Goal","HOU",14507,70,95.24,154,2726
"Jump Shot",33.8713,-118.1708,0,"2010",19,0,"2PT Field Goal","HOU",14507,70,95.24,35,2845
"Running Jump Shot",34.0213,-118.3348,0,"2010",6,1,"2PT Field Goal","HOU",14507,70,95.24,272,3328
"Driving Layup Shot",33.9993,-118.2548,0,"2010",4,1,"2PT Field Goal","HOU",14507,70,95.24,38,3562
"Jump Bank Shot",33.9753,-118.3318,0,"2010",9,0,"2PT Field Goal","SAS",13158,71,94.43,447,273
"Jump Shot",33.9483,-118.1568,0,"2010",14,0,"2PT Field Goal","SAS",13158,71,94.43,336,384
"Jump Shot",33.9363,-118.1178,0,"2010",18,0,"2PT Field Goal","SAS",13158,71,94.43,226,494
"Jump Shot",33.8243,-118.3888,0,"2010",25,0,"3PT Field Goal","SAS",13158,71,94.43,201,1239
"Jump Shot",33.8883,-118.1408,0,"2010",20,0,"2PT Field Goal","SAS",13158,71,94.43,34,1406
"Jump Shot",33.9063,-118.1428,0,"2010",18,0,"2PT Field Goal","SAS",13158,71,94.43,688,1472
"Driving Slam Dunk Shot",34.0333,-118.2488,0,"2010",2,1,"2PT Field Goal","SAS",13158,71,94.43,618,1542
"Jump Shot",33.9093,-118.1678,0,"2010",16,0,"2PT Field Goal","SAS",13158,71,94.43,587,1573
"Pullup Jump shot",33.9283,-118.1758,0,"2010",14,1,"2PT Field Goal","SAS",13158,71,94.43,333,1827
"Fadeaway Jump Shot",33.9023,-118.1708,0,"2010",17,1,"2PT Field Goal","SAS",13158,71,94.43,275,1885
"Jump Shot",33.9973,-118.1368,0,"2010",14,1,"2PT Field Goal","SAS",13158,71,94.43,369,2511
"Jump Shot",33.8613,-118.3288,0,"2010",19,0,"2PT Field Goal","SAS",13158,71,94.43,342,2538
"Jump Shot",33.9093,-118.4788,0,"2010",24,0,"3PT Field Goal","SAS",13158,71,94.43,101,2779
"Jump Shot",34.0413,-118.0768,0,"2010",19,1,"2PT Field Goal","NOH",13947,70,95.54,591,129
"Pullup Jump shot",33.9063,-118.1518,0,"2010",18,1,"2PT Field Goal","NOH",13947,70,95.54,540,180
"Jump Shot",33.9043,-118.3038,0,"2010",14,0,"2PT Field Goal","NOH",13947,70,95.54,514,206
"Putback Layup Shot",34.0413,-118.2528,0,"2010",1,1,"2PT Field Goal","NOH",13947,70,95.54,440,280
"Jump Shot",33.9773,-118.2188,0,"2010",8,0,"2PT Field Goal","NOH",13947,70,95.54,167,553
"Fadeaway Jump Shot",34.0303,-118.0928,0,"2010",17,0,"2PT Field Goal","NOH",13947,70,95.54,671,769
"Jump Shot",33.7943,-118.3018,0,"2010",25,1,"3PT Field Goal","NOH",13947,70,95.54,387,1053
"Jump Shot",33.9043,-118.1158,0,"2010",20,0,"2PT Field Goal","NOH",13947,70,95.54,495,1665
"Turnaround Bank shot",33.9323,-118.4118,0,"2010",18,1,"2PT Field Goal","NOH",13947,70,95.54,336,1824
"Jump Shot",33.9093,-118.4028,0,"2010",18,0,"2PT Field Goal","NOH",13947,70,95.54,292,1868
"Jump Shot",33.8393,-118.1108,0,"2010",25,1,"3PT Field Goal","NOH",13947,70,95.54,80,2080
"Jump Shot",33.8463,-118.4228,0,"2010",25,0,"3PT Field Goal","NOH",13947,70,95.54,50,2110
"Jump Shot",33.9453,-118.2678,0,"2010",9,0,"2PT Field Goal","NOH",13947,70,95.54,668,2212
"Jump Bank Shot",33.9943,-118.1948,0,"2010",9,0,"2PT Field Goal","NOH",13947,70,95.54,663,2217
"Floating Jump shot",33.9803,-118.2658,0,"2010",6,1,"2PT Field Goal","NOH",13947,70,95.54,550,2330
"Jump Shot",34.0493,-118.1488,0,"2010",12,0,"2PT Field Goal","NOH",13947,70,95.54,372,2508
"Jump Shot",33.8443,-118.2228,0,"2010",20,0,"2PT Field Goal","NOH",13947,70,95.54,265,2615
"Jump Shot",33.7673,-118.3378,0,"2010",28,1,"3PT Field Goal","NOH",13947,70,95.54,200,2680
"Jump Shot",33.9023,-118.1838,0,"2010",16,0,"2PT Field Goal","NOH",13947,70,95.54,171,2709
"Running Bank shot",34.0193,-118.3708,0,"2010",10,0,"2PT Field Goal","NOH",13947,70,95.54,112,2768
"Pullup Jump shot",33.9283,-118.4158,0,"2010",18,0,"2PT Field Goal","MEM",14515,66,95.4,675,45
"Turnaround Jump Shot",34.0103,-118.2518,0,"2010",3,1,"2PT Field Goal","MEM",14515,66,95.4,398,322
"Jump Shot",34.0443,-118.0928,0,"2010",17,0,"2PT Field Goal","MEM",14515,66,95.4,161,559
"Jump Shot",33.8603,-118.1638,0,"2010",21,1,"2PT Field Goal","MEM",14515,66,95.4,405,1035
"Jump Shot",33.8763,-118.2548,0,"2010",16,0,"2PT Field Goal","MEM",14515,66,95.4,363,1077
"Layup Shot",34.0383,-118.2598,0,"2010",1,1,"2PT Field Goal","MEM",14515,66,95.4,305,1135
"Layup Shot",34.0213,-118.2888,0,"2010",2,0,"2PT Field Goal","MEM",14515,66,95.4,197,1243
"Layup Shot",34.0433,-118.2678,0,"2010",0,1,"2PT Field Goal","MEM",14515,66,95.4,193,1247
"Turnaround Fadeaway shot",33.9363,-118.2118,0,"2010",12,0,"2PT Field Goal","MEM",14515,66,95.4,681,1479
"Pullup Jump shot",33.9293,-118.1378,0,"2010",17,0,"2PT Field Goal","MEM",14515,66,95.4,570,2310
"Layup Shot",34.0443,-118.2738,0,"2010",0,0,"2PT Field Goal","MEM",14515,66,95.4,352,2528
"Jump Shot",33.8283,-118.1208,0,"2010",26,0,"3PT Field Goal","MEM",14515,66,95.4,306,2574
"Driving Jump shot",34.0183,-118.2548,0,"2010",3,0,"2PT Field Goal","MEM",14515,66,95.4,92,2788
"Jump Shot",34.0003,-118.2328,0,"2010",5,0,"2PT Field Goal","BOS",16354,69,92.59,678,42
"Layup Shot",34.0323,-118.2488,0,"2010",2,1,"2PT Field Goal","BOS",16354,69,92.59,24,696
"Jump Shot",33.9213,-118.4188,0,"2010",19,0,"2PT Field Goal","BOS",16354,69,92.59,285,1155
"Running Jump Shot",33.9753,-118.2698,0,"2010",6,1,"2PT Field Goal","BOS",16354,69,92.59,679,1481
"Jump Shot",33.8503,-118.1978,0,"2010",20,0,"2PT Field Goal","BOS",16354,69,92.59,575,1585
"Turnaround Fadeaway shot",33.9553,-118.3618,0,"2010",12,1,"2PT Field Goal","BOS",16354,69,92.59,393,1767
"Jump Shot",33.9213,-118.4078,0,"2010",18,0,"2PT Field Goal","BOS",16354,69,92.59,280,1880
"Jump Bank Shot",34.0143,-118.3258,0,"2010",6,1,"2PT Field Goal","BOS",16354,69,92.59,252,1908
"Fadeaway Jump Shot",33.9483,-118.3098,0,"2010",10,0,"2PT Field Goal","BOS",16354,69,92.59,226,1934
"Turnaround Jump Shot",33.9173,-118.3948,0,"2010",17,0,"2PT Field Goal","BOS",16354,69,92.59,178,1982
"Jump Shot",33.8543,-118.3338,0,"2010",20,1,"2PT Field Goal","BOS",16354,69,92.59,227,2653
"Layup Shot",34.0543,-118.2608,0,"2010",1,1,"2PT Field Goal","BOS",16354,69,92.59,191,2689
"Jump Shot",34.0433,-118.3758,0,"2010",10,0,"2PT Field Goal","BOS",16354,69,92.59,153,2727
"Jump Shot",33.8083,-118.1888,0,"2010",24,0,"3PT Field Goal","BOS",16354,69,92.59,73,2807
"Step Back Jump shot",33.9533,-118.3618,0,"2010",12,1,"2PT Field Goal","BOS",16354,69,92.59,48,2832
"Jump Shot",33.9553,-118.0368,0,"2010",24,1,"3PT Field Goal","NYK",15616,70,92.19,462,258
"Jump Shot",33.7983,-118.3178,0,"2010",25,1,"3PT Field Goal","NYK",15616,70,92.19,245,475
"Jump Shot",33.9153,-118.4488,0,"2010",22,1,"2PT Field Goal","NYK",15616,70,92.19,222,498
"Jump Shot",34.0293,-118.0338,0,"2010",23,0,"3PT Field Goal","NYK",15616,70,92.19,162,558
"Jump Shot",33.8913,-118.3208,0,"2010",16,1,"2PT Field Goal","NYK",15616,70,92.19,155,565
"Layup Shot",34.0333,-118.2848,0,"2010",1,0,"2PT Field Goal","NYK",15616,70,92.19,95,625
"Fadeaway Jump Shot",34.0613,-118.3838,0,"2010",11,1,"2PT Field Goal","NYK",15616,70,92.19,91,629
"Jump Shot",33.8583,-118.3098,0,"2010",19,1,"2PT Field Goal","NYK",15616,70,92.19,0,720
"Jump Shot",33.9623,-118.0588,0,"2010",22,1,"2PT Field Goal","NYK",15616,70,92.19,272,1168
"Jump Shot",33.8903,-118.0768,0,"2010",24,0,"3PT Field Goal","NYK",15616,70,92.19,228,1212
"Jump Shot",33.8283,-118.3968,0,"2010",25,0,"3PT Field Goal","NYK",15616,70,92.19,55,1385
"Jump Shot",33.8983,-118.1998,0,"2010",16,1,"2PT Field Goal","NYK",15616,70,92.19,490,1670
"Turnaround Jump Shot",33.9863,-118.2028,0,"2010",8,1,"2PT Field Goal","NYK",15616,70,92.19,295,1865
"Jump Shot",34.0503,-118.4488,0,"2010",17,0,"2PT Field Goal","NYK",15616,70,92.19,201,1959
"Running Hook Shot",34.0083,-118.2808,0,"2010",3,1,"2PT Field Goal","NYK",15616,70,92.19,61,2099
"Jump Shot",33.9863,-118.0358,0,"2010",24,1,"3PT Field Goal","ORL",15599,72,98.87,603,117
"Alley Oop Layup shot",34.0223,-118.2498,0,"2010",2,0,"2PT Field Goal","ORL",15599,72,98.87,504,216
"Jump Shot",33.9943,-118.0398,0,"2010",23,0,"3PT Field Goal","ORL",15599,72,98.87,496,224
"Jump Shot",33.9503,-118.2008,0,"2010",11,0,"2PT Field Goal","ORL",15599,72,98.87,177,543
"Jump Shot",33.9563,-118.2628,0,"2010",8,1,"2PT Field Goal","ORL",15599,72,98.87,141,579
"Layup Shot",34.0243,-118.2698,0,"2010",2,1,"2PT Field Goal","ORL",15599,72,98.87,301,1139
"Jump Shot",33.8693,-118.1588,0,"2010",20,1,"2PT Field Goal","ORL",15599,72,98.87,202,1238
"Turnaround Fadeaway shot",33.9283,-118.3628,0,"2010",14,1,"2PT Field Goal","ORL",15599,72,98.87,159,1281
"Jump Shot",33.7123,-118.4568,0,"2010",38,0,"3PT Field Goal","ORL",15599,72,98.87,0,1440
"Fadeaway Jump Shot",33.8903,-118.3748,0,"2010",18,0,"2PT Field Goal","ORL",15599,72,98.87,444,1716
"Jump Shot",33.9063,-118.4198,0,"2010",20,0,"2PT Field Goal","ORL",15599,72,98.87,115,2045
"Turnaround Fadeaway shot",34.0103,-118.3918,0,"2010",12,1,"2PT Field Goal","ORL",15599,72,98.87,69,2091
"Pullup Jump shot",33.9623,-118.2678,0,"2010",8,1,"2PT Field Goal","ORL",15599,72,98.87,276,2604
"Jump Shot",33.8653,-118.3128,0,"2010",18,0,"2PT Field Goal","ORL",15599,72,98.87,239,2641
"Jump Shot",33.9343,-118.3378,0,"2010",12,1,"2PT Field Goal","CHA",14311,71,92.13,662,58
"Fadeaway Jump Shot",33.9883,-118.1178,0,"2010",16,0,"2PT Field Goal","CHA",14311,71,92.13,507,213
"Driving Layup Shot",34.0303,-118.2528,0,"2010",2,0,"2PT Field Goal","CHA",14311,71,92.13,222,498
"Jump Shot",33.8443,-118.3348,0,"2010",21,0,"2PT Field Goal","CHA",14311,71,92.13,538,902
"Jump Shot",34.0273,-118.0968,0,"2010",17,1,"2PT Field Goal","CHA",14311,71,92.13,392,1048
"Jump Shot",33.8843,-118.0628,0,"2010",26,0,"3PT Field Goal","CHA",14311,71,92.13,310,1130
"Layup Shot",34.0183,-118.2698,0,"2010",2,0,"2PT Field Goal","CHA",14311,71,92.13,276,1164
"Jump Shot",33.9213,-118.2998,0,"2010",12,0,"2PT Field Goal","CHA",14311,71,92.13,189,1251
"Jump Shot",33.8473,-118.1018,0,"2010",25,1,"3PT Field Goal","CHA",14311,71,92.13,60,1380
"Jump Shot",33.8393,-118.1148,0,"2010",25,0,"3PT Field Goal","CHA",14311,71,92.13,40,1400
"Jump Shot",33.8933,-118.1568,0,"2010",18,0,"2PT Field Goal","CHA",14311,71,92.13,7,1433
"Jump Shot",33.8713,-118.4498,0,"2010",24,0,"3PT Field Goal","CHA",14311,71,92.13,604,1556
"Dunk Shot",34.0443,-118.2598,0,"2010",1,1,"2PT Field Goal","CHA",14311,71,92.13,557,1603
"Jump Shot",33.8663,-118.2188,0,"2010",18,0,"2PT Field Goal","CHA",14311,71,92.13,501,1659
"Jump Shot",33.8763,-118.1948,0,"2010",18,1,"2PT Field Goal","CHA",14311,71,92.13,670,2210
"Jump Shot",33.8383,-118.1838,0,"2010",22,0,"2PT Field Goal","CHA",14311,71,92.13,641,2239
"Turnaround Fadeaway shot",34.0113,-118.4188,0,"2010",15,1,"2PT Field Goal","CHA",14311,71,92.13,516,2364
"Turnaround Jump Shot",33.9253,-118.2048,0,"2010",13,1,"2PT Field Goal","CLE",13719,67,95.51,661,59
"Turnaround Jump Shot",33.9883,-118.4328,0,"2010",17,0,"2PT Field Goal","CLE",13719,67,95.51,525,195
"Jump Shot",34.0033,-118.3448,0,"2010",8,0,"2PT Field Goal","CLE",13719,67,95.51,467,253
"Jump Shot",33.8963,-118.3918,0,"2010",19,0,"2PT Field Goal","CLE",13719,67,95.51,655,785
"Jump Shot",33.9363,-118.4008,0,"2010",16,0,"2PT Field Goal","CLE",13719,67,95.51,528,912
"Jump Shot",33.9293,-118.0638,0,"2010",23,1,"2PT Field Goal","CLE",13719,67,95.51,404,1036
"Turnaround Jump Shot",33.9733,-118.3618,0,"2010",11,0,"2PT Field Goal","CLE",13719,67,95.51,258,1182
"Jump Shot",33.9663,-118.1398,0,"2010",15,0,"2PT Field Goal","CLE",13719,67,95.51,636,1524
"Driving Layup Shot",34.0253,-118.3078,0,"2010",4,0,"2PT Field Goal","CLE",13719,67,95.51,560,1600
"Jump Shot",33.9553,-118.1838,0,"2010",12,1,"2PT Field Goal","CLE",13719,67,95.51,447,1713
"Jump Shot",33.9583,-118.1538,0,"2010",14,0,"2PT Field Goal","CLE",13719,67,95.51,268,1892
"Jump Shot",33.9093,-118.2688,0,"2010",13,1,"2PT Field Goal","CLE",13719,67,95.51,130,2030
"Jump Shot",33.8493,-118.4718,0,"2010",28,0,"3PT Field Goal","CLE",13719,67,95.51,7,2153
"Jump Shot",34.0083,-118.4928,0,"2010",22,0,"3PT Field Goal","CLE",13719,67,95.51,1,2159
"Jump Shot",33.8603,-118.3428,0,"2010",19,0,"2PT Field Goal","CLE",13719,67,95.51,473,2407
"Jump Shot",33.9773,-118.2688,0,"2010",6,0,"2PT Field Goal","CLE",13719,67,95.51,442,2438
"Jump Shot",33.8853,-118.3968,0,"2010",20,0,"2PT Field Goal","CLE",13719,67,95.51,221,2659
"Driving Dunk Shot",34.0383,-118.2698,0,"2010",0,1,"2PT Field Goal","CLE",13719,67,95.51,138,2742
"Jump Shot",34.0053,-118.0388,0,"2010",23,0,"3PT Field Goal","CLE",13719,67,95.51,73,2807
"Driving Layup Shot",34.0443,-118.2828,0,"2010",1,1,"2PT Field Goal","CLE",13719,67,95.51,33,2847
"Jump Shot",33.7813,-118.2798,0,"2010",26,0,"3PT Field Goal","CLE",13719,67,95.51,26,2854
"Jump Shot",33.8353,-118.1338,0,"2010",24,0,"3PT Field Goal","CLE",13719,67,95.51,6,2874
"Jump Shot",33.8803,-118.3648,0,"2010",18,1,"2PT Field Goal","ATL",13735,71,94.47,568,152
