"action_type","combined_shot_type","game_event_id","game_id","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","team_id","team_name","game_date","matchup","opponent","shot_id","attendance","arena_temp","avgnoisedb","rannum","action_type_int","combined_shot_type_int","shot_type_int","shot_zone_are_int","shot_zone_basic_int","shot_zone_range_int","opponent_int","time_remaining_period","game_time","log_lat","log_shot_distance","log_loc_y"
"Jump Shot","Jump Shot",465,20900157,33.8133,149,231,-118.1208,4,4,0,"2009",17,27,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/17/2009","LAL vs. DET","DET",15126,15313,70,95.03,15129,26,4,2,5,1,2,9,257,2623,3.5208542162159,3.29587390235551,5.61312810638807
"Turnaround Hook Shot","Hook Shot",88,20900172,33.9993,-71,45,-118.3408,2,1,0,"2009",39,8,NA,"2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","11/19/2009","LAL vs. CHI","CHI",15133,15011,72,92.95,15149,54,3,1,4,3,3,5,159,561,3.52633993616893,2.07956653386799,4.47733681447821
"Jump Shot","Jump Shot",233,20900172,33.9063,135,138,-118.1348,0,2,0,"2009",39,19,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/19/2009","LAL vs. CHI","CHI",15143,15011,72,92.95,15150,26,4,1,5,5,1,5,39,1401,3.52360083782812,2.94449160936039,5.19849703126583
"Layup Shot","Layup",100,20900197,34.0683,13,-24,-118.2568,2,1,0,"2009",1,2,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/22/2009","LAL vs. OKC","OKC",15156,15161,69,94.78,15172,27,5,1,2,6,5,22,121,599,3.52836733315764,0.693647055601596,2.94443897916644
"Jump Shot","Jump Shot",267,20900197,34.0303,-67,14,-118.3368,11,3,0,"2009",21,6,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/22/2009","LAL vs. OKC","OKC",15164,15161,69,94.78,15173,26,4,1,2,3,5,22,681,1479,3.52725130422476,1.79192612200738,4.04305126783455
"Jump Shot","Jump Shot",83,20900207,33.8683,-37,176,-118.3068,2,1,0,"2009",18,17,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/24/2009","LAL vs. NYK","NYK",15178,16932,71,101.09,15193,26,4,1,2,5,1,21,138,582,3.52247947365978,2.83327216585559,5.3890717298165
"Driving Layup Shot","Layup",163,20900238,34.0353,12,9,-118.2578,8,2,0,"2009",58,1,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/28/2009","LAL @ GSW","GSW",15198,14717,70,98.62,15211,12,5,1,2,6,5,10,538,902,3.52739822131677,0.000999500333083423,3.95124371858143
"Driving Bank shot","Bank Shot",203,20900238,34.0163,45,28,-118.2248,5,2,0,"2009",44,5,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/28/2009","LAL @ GSW","GSW",15200,14717,70,98.62,15212,4,1,1,2,3,5,10,344,1096,3.52683982149976,1.60963789243677,4.26267987704132
"Jump Shot","Jump Shot",417,20900238,33.4963,6,548,-118.2638,0,3,0,"2009",0,54,NA,"3PT Field Goal","Back Court(BC)","Backcourt","Back Court Shot",1610612747,"Los Angeles Lakers","11/28/2009","LAL @ GSW","GSW",15208,14717,70,98.62,15213,26,4,2,1,2,4,10,0,2160,3.51143498497002,3.98900256491133,6.3818160174061
"Jump Shot","Jump Shot",11,20900248,33.9583,48,86,-118.2218,10,1,0,"2009",18,9,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","11/29/2009","LAL vs. NJN","NJN",15214,16643,73,96.38,15229,26,4,1,2,3,3,18,618,102,3.52513330129734,2.19733568227495,4.85981240436167
"Pullup Jump shot","Jump Shot",43,20900248,33.9233,143,121,-118.1268,6,1,0,"2009",6,18,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/29/2009","LAL vs. NJN","NJN",15218,16643,73,96.38,15230,29,4,1,5,5,1,18,366,354,3.52410209392741,2.89042731190857,5.0998664278242
"Jump Shot","Jump Shot",4,20900258,33.8173,108,227,-118.1618,11,1,0,"2009",35,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/1/2009","LAL vs. NOH","NOH",15231,13983,70,91.13,15238,26,4,2,5,1,2,19,695,25,3.52097250586599,3.21891582406822,5.59842195899838
"Jump Shot","Jump Shot",220,20900258,33.8093,133,235,-118.1368,2,2,0,"2009",29,27,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/1/2009","LAL vs. NOH","NOH",15238,13983,70,91.13,15239,26,4,2,5,1,2,19,149,1291,3.52073591257172,3.29587390235551,5.62762111369064
"Jump Shot","Jump Shot",235,20900258,33.8273,127,217,-118.1428,1,2,0,"2009",20,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/1/2009","LAL vs. NOH","NOH",15239,13983,70,91.13,15240,26,4,2,5,1,2,19,80,1360,3.52126816878876,3.21891582406822,5.56068163101553
"Jump Shot","Jump Shot",262,20900258,33.7863,1,258,-118.2688,9,3,0,"2009",49,25,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/1/2009","LAL vs. NOH","NOH",15240,13983,70,91.13,15241,26,4,2,2,1,2,19,589,1571,3.52005539487862,3.21891582406822,5.70711026474888
"Jump Shot","Jump Shot",264,20900281,33.9393,119,105,-118.1508,11,3,0,"2009",24,15,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/4/2009","LAL vs. MIA","MIA",15249,16634,71,95.48,15264,26,4,1,6,5,3,15,684,1476,3.52457363496169,2.70811686554675,4.99721227376411
"Jump Shot","Jump Shot",418,20900281,33.8363,159,208,-118.1108,10,4,0,"2009",51,26,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/4/2009","LAL vs. MIA","MIA",15256,16634,71,95.48,15265,26,4,2,5,1,2,15,651,2229,3.52153419069872,3.25813499882032,5.52545293913178
"Turnaround Fadeaway shot","Jump Shot",483,20900281,34.0133,-65,31,-118.3348,5,4,0,"2009",16,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/4/2009","LAL vs. MIA","MIA",15260,16634,71,95.48,15266,52,4,1,2,3,5,15,316,2564,3.52675162459718,1.94605299599506,4.30406509320417
"Layup Shot","Layup",126,20900316,34.0443,0,0,-118.2698,9,2,0,"2009",43,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/9/2009","LAL vs. UTA","UTA",15290,16463,71,95.29,15301,27,5,1,2,6,5,31,583,857,3.52766261770137,-6.90775527898214,3.76120011569356
"Slam Dunk Shot","Dunk",81,20900329,34.0443,0,0,-118.2698,3,1,0,"2009",9,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/11/2009","LAL vs. MIN","MIN",15307,15519,70,92.51,15318,47,2,1,2,6,5,17,189,531,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Hook Shot","Jump Shot",143,20900329,33.9843,-13,60,-118.2828,9,2,0,"2009",51,6,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/11/2009","LAL vs. MIN","MIN",15308,15519,70,92.51,15319,25,4,1,2,3,5,17,591,849,3.52589865326413,1.79192612200738,4.63472898822964
"Running Bank shot","Bank Shot",38,20900337,34.0293,-51,15,-118.3208,5,1,0,"2009",7,5,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/12/2009","LAL @ UTA","UTA",15321,14394,71,94.46,15340,36,1,1,2,3,5,31,307,413,3.52722191821603,1.60963789243677,4.06044301054642
"Running Jump Shot","Jump Shot",61,20900337,34.0193,99,25,-118.1708,3,1,0,"2009",8,10,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/12/2009","LAL @ UTA","UTA",15323,14394,71,94.46,15341,41,4,1,6,5,3,31,188,532,3.52692801062434,2.30268508799438,4.21950770517611
"Jump Shot","Jump Shot",89,20900337,33.9423,-125,102,-118.3948,0,1,0,"2009",38,16,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/12/2009","LAL @ UTA","UTA",15325,14394,71,94.46,15342,26,4,1,3,5,1,31,38,682,3.52466202415705,2.77265122028674,4.97673374242057
"Reverse Layup Shot","Layup",457,20900337,34.0443,0,0,-118.2698,1,4,0,"2009",11,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/12/2009","LAL @ UTA","UTA",15342,14394,71,94.46,15343,34,5,1,2,6,5,31,71,2809,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",44,20900354,33.8683,-117,176,-118.3868,6,1,0,"2009",47,21,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/15/2009","LAL @ CHI","CHI",15346,15244,70,94.69,15366,26,4,1,3,5,1,5,407,313,3.52247947365978,3.04457005563729,5.3890717298165
"Jump Shot","Jump Shot",64,20900354,33.8603,103,184,-118.1668,4,1,0,"2009",31,21,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/15/2009","LAL @ CHI","CHI",15349,15244,70,94.69,15367,26,4,1,5,5,1,5,271,449,3.52224323667755,3.04457005563729,5.4249500174814
"Jump Shot","Jump Shot",88,20900354,33.8583,171,186,-118.0988,1,1,0,"2009",45,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/15/2009","LAL @ CHI","CHI",15354,15244,70,94.69,15368,26,4,2,5,1,2,5,105,615,3.52218416871098,3.21891582406822,5.43372200355424
"Jump Shot","Jump Shot",317,20900354,33.8873,-81,157,-118.3508,5,3,0,"2009",10,17,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/15/2009","LAL @ CHI","CHI",15362,15244,70,94.69,15369,26,4,1,3,5,1,5,310,1850,3.52304031292614,2.83327216585559,5.29831736654804
"Jump Shot","Jump Shot",268,20900363,33.9673,72,77,-118.1978,11,3,0,"2009",24,10,NA,"2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/16/2009","LAL @ MIL","MIL",15379,14050,69,93.79,15395,26,4,1,6,3,3,16,684,1476,3.52539829711785,2.30268508799438,4.78749174278205
"Jump Shot","Jump Shot",350,20900363,33.8803,36,164,-118.2338,3,3,0,"2009",57,16,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/16/2009","LAL @ MIL","MIL",15383,14050,69,93.79,15396,26,4,1,2,5,1,16,237,1923,3.52283372452623,2.77265122028674,5.33271879326537
"Jump Shot","Jump Shot",551,20900363,33.9183,-234,126,-118.5038,1,5,0,"2009",34,26,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/16/2009","LAL @ MIL","MIL",15394,14050,69,93.79,15397,26,4,2,3,1,2,16,94,3506,3.52395469174323,3.25813499882032,5.12989871492307
"Fadeaway Jump Shot","Jump Shot",35,20900388,33.8933,-5,151,-118.2748,8,1,0,"2009",25,15,NA,"2PT Field Goal","Center(C)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/19/2009","LAL @ NJN","NJN",15401,15205,71,96.53,15415,17,4,1,2,5,3,18,505,215,3.52321735473503,2.70811686554675,5.26785815906333
"Jump Shot","Jump Shot",196,20900388,33.8793,-179,165,-118.4488,5,2,0,"2009",33,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/19/2009","LAL @ NJN","NJN",15405,15205,71,96.53,15416,26,4,2,3,1,2,18,333,1107,3.52280420841338,3.17809549614658,5.33753807970132
"Jump Shot","Jump Shot",204,20900388,33.8723,-174,172,-118.4438,3,2,0,"2009",41,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/19/2009","LAL @ NJN","NJN",15407,15205,71,96.53,15417,26,4,2,3,1,2,18,221,1219,3.52259757122622,3.17809549614658,5.37063802812766
"Fadeaway Jump Shot","Jump Shot",275,20900388,33.9943,-93,50,-118.3628,9,3,0,"2009",9,10,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/19/2009","LAL @ NJN","NJN",15412,15205,71,96.53,15418,17,4,1,4,5,3,18,549,1611,3.526192863503,2.30268508799438,4.53259949315326
"Turnaround Fadeaway shot","Jump Shot",293,20900388,33.9913,-141,53,-118.4108,7,3,0,"2009",11,15,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/19/2009","LAL @ NJN","NJN",15413,15205,71,96.53,15419,52,4,1,4,5,3,18,431,1729,3.52610460951975,2.70811686554675,4.56434819146784
"Turnaround Jump Shot","Jump Shot",345,20900388,33.9663,12,78,-118.2578,1,3,0,"2009",51,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/19/2009","LAL @ NJN","NJN",15415,15205,71,96.53,15420,55,4,1,2,3,5,18,111,2049,3.52536885660535,1.94605299599506,4.79579054559674
"Pullup Jump shot","Jump Shot",153,20900396,33.9753,89,69,-118.1808,11,2,0,"2009",20,11,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/20/2009","LAL @ DET","DET",15427,13852,69,92.03,15439,29,4,1,6,5,3,9,680,760,3.5256337900203,2.3979861777573,4.71849887129509
"Fadeaway Jump Shot","Jump Shot",290,20900396,33.8793,29,165,-118.2408,0,2,0,"2009",4,16,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/20/2009","LAL @ DET","DET",15430,13852,69,92.03,15440,17,4,1,2,5,1,9,4,1436,3.52280420841338,2.77265122028674,5.33753807970132
"Fadeaway Jump Shot","Jump Shot",372,20900396,33.9203,146,124,-118.1238,3,3,0,"2009",40,19,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/20/2009","LAL @ DET","DET",15436,13852,69,92.03,15441,17,4,1,5,5,1,9,220,1940,3.52401365522421,2.94449160936039,5.11799381241676
"Jump Shot","Jump Shot",469,20900396,33.9923,125,52,-118.1448,5,4,0,"2009",47,13,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/20/2009","LAL @ DET","DET",15439,13852,69,92.03,15442,26,4,1,6,5,3,9,347,2533,3.52613402837959,2.56502627758003,4.55387689160054
"Layup Shot","Layup",515,20900396,34.0443,0,0,-118.2698,0,4,0,"2009",30,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/20/2009","LAL @ DET","DET",15443,13852,69,92.03,15443,27,5,1,2,6,5,9,30,2850,3.52766261770137,-6.90775527898214,3.76120011569356
"Pullup Jump shot","Jump Shot",2,20900413,33.8993,-84,145,-118.3538,11,1,0,"2009",44,16,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/22/2009","LAL vs. OKC","OKC",15444,15512,71,96.13,15464,29,4,1,3,5,1,22,704,16,3.52339436520566,2.77265122028674,5.23644196282995
"Driving Layup Shot","Layup",13,20900413,34.0443,0,0,-118.2698,10,1,0,"2009",30,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/22/2009","LAL vs. OKC","OKC",15445,15512,71,96.13,15465,12,5,1,2,6,5,22,630,90,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",130,20900413,33.8383,135,206,-118.1348,0,1,0,"2009",44,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/22/2009","LAL vs. OKC","OKC",15450,15512,71,96.13,15466,26,4,2,5,1,2,22,44,676,3.52159329706951,3.17809549614658,5.51745289646471
"Driving Finger Roll Layup Shot","Layup",235,20900413,34.0443,0,0,-118.2698,3,2,0,"2009",16,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/22/2009","LAL vs. OKC","OKC",15456,15512,71,96.13,15467,6,5,1,2,6,5,22,196,1244,3.52766261770137,-6.90775527898214,3.76120011569356
"Layup Shot","Layup",385,20900413,34.0443,0,0,-118.2698,1,3,0,"2009",17,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/22/2009","LAL vs. OKC","OKC",15465,15512,71,96.13,15468,27,5,1,2,6,5,22,77,2083,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",444,20900413,33.9323,64,112,-118.2058,8,4,0,"2009",43,12,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/22/2009","LAL vs. OKC","OKC",15466,15512,71,96.13,15469,26,4,1,2,3,3,22,523,2357,3.52436736311824,2.4849899796493,5.04342511691925
"Jump Shot","Jump Shot",9,20900426,33.9783,173,66,-118.0968,10,1,0,"2009",53,18,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/25/2009","LAL vs. CLE","CLE",15470,15820,72,96.74,15498,26,4,1,6,5,1,6,653,67,3.5257220855632,2.89042731190857,4.69134788222914
"Turnaround Jump Shot","Jump Shot",59,20900426,33.9503,-62,94,-118.3318,4,1,0,"2009",17,11,NA,"2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/25/2009","LAL vs. CLE","CLE",15474,15820,72,96.74,15499,55,4,1,4,3,3,6,257,463,3.52489769048996,2.3979861777573,4.91998092582813
"Jump Shot","Jump Shot",90,20900426,34.0473,-246,-3,-118.5158,1,1,0,"2009",6,24,NA,"3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","12/25/2009","LAL vs. CLE","CLE",15476,15820,72,96.74,15500,26,4,2,4,4,2,6,66,654,3.52775073429731,3.17809549614658,3.68887945411394
"Jump Shot","Jump Shot",159,20900426,33.9733,78,71,-118.1918,5,2,0,"2009",20,10,NA,"2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/25/2009","LAL vs. CLE","CLE",15482,15820,72,96.74,15501,26,4,1,6,3,3,6,320,1120,3.52557492199357,2.30268508799438,4.7361984483945
"Layup Shot","Layup",371,20900426,34.0443,0,0,-118.2698,1,3,0,"2009",24,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/25/2009","LAL vs. CLE","CLE",15492,15820,72,96.74,15502,27,5,1,2,6,5,6,84,2076,3.52766261770137,-6.90775527898214,3.76120011569356
"Fadeaway Jump Shot","Jump Shot",118,20900437,34.0303,122,14,-118.1478,11,2,0,"2009",27,12,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/26/2009","LAL @ SAC","SAC",15510,16255,73,97.35,15530,17,4,1,6,5,3,27,687,753,3.52725130422476,2.4849899796493,4.04305126783455
"Jump Shot","Jump Shot",312,20900437,33.7863,10,258,-118.2598,4,3,0,"2009",56,25,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/26/2009","LAL @ SAC","SAC",15519,16255,73,97.35,15531,26,4,2,2,1,2,27,296,1864,3.52005539487862,3.21891582406822,5.70711026474888
"Jump Shot","Jump Shot",372,20900437,33.7873,72,257,-118.1978,0,3,0,"2009",0,26,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/26/2009","LAL @ SAC","SAC",15523,16255,73,97.35,15532,26,4,2,2,1,2,27,0,2160,3.52008499223618,3.25813499882032,5.7037824746562
"Step Back Jump shot","Jump Shot",43,20900448,33.9023,129,142,-118.1408,7,1,0,"2009",29,19,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/28/2009","LAL @ PHX","PHX",15535,14806,70,99,15558,48,4,1,5,5,1,25,449,271,3.5234828586926,2.94449160936039,5.22035582507832
"Alley Oop Dunk Shot","Dunk",43,20900458,34.0443,0,0,-118.2698,6,1,0,"2009",36,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/29/2009","LAL vs. GSW","GSW",15561,15232,68,94.02,15580,1,2,1,2,6,5,10,396,324,3.52766261770137,-6.90775527898214,3.76120011569356
"Turnaround Fadeaway shot","Jump Shot",109,20900458,33.8983,-90,146,-118.3598,1,1,0,"2009",59,17,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/29/2009","LAL vs. GSW","GSW",15564,15232,68,94.02,15581,52,4,1,3,5,1,10,119,601,3.52336486563635,2.83327216585559,5.24174701505964
"Jump Shot","Jump Shot",171,20900458,34.0163,146,28,-118.1238,8,2,0,"2009",12,14,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/29/2009","LAL vs. GSW","GSW",15566,15232,68,94.02,15582,26,4,1,6,5,3,10,492,948,3.52683982149976,2.63912875563579,4.26267987704132
"Jump Shot","Jump Shot",428,20900458,33.8823,-199,162,-118.4688,9,4,0,"2009",20,25,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/29/2009","LAL vs. GSW","GSW",15579,15232,68,94.02,15583,26,4,2,3,1,2,10,560,2320,3.52289275413845,3.21891582406822,5.32300997913841
"Turnaround Jump Shot","Jump Shot",433,20900458,33.9293,-111,115,-118.3808,8,4,0,"2009",25,15,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/29/2009","LAL vs. GSW","GSW",15580,15232,68,94.02,15584,55,4,1,4,5,3,10,505,2375,3.52427894787304,2.70811686554675,5.06259503302697
"Jump Shot","Jump Shot",453,20900458,33.8353,-138,209,-118.4078,6,4,0,"2009",52,25,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/29/2009","LAL vs. GSW","GSW",15581,15232,68,94.02,15585,26,4,2,3,1,2,10,412,2468,3.52150463620318,3.21891582406822,5.52942908751142
"Jump Shot","Jump Shot",7,20900476,33.8873,-40,157,-118.3098,11,1,0,"2009",18,16,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/1/2010","LAL vs. SAC","SAC",15587,13973,72,97.57,15609,26,4,1,2,5,1,27,678,42,3.52304031292614,2.77265122028674,5.29831736654804
"Jump Shot","Jump Shot",58,20900476,33.9403,144,104,-118.1258,5,1,0,"2009",38,17,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/1/2010","LAL vs. SAC","SAC",15589,13973,72,97.57,15610,26,4,1,6,5,1,27,338,382,3.52460309889489,2.83327216585559,4.99043258677874
"Jump Shot","Jump Shot",115,20900476,33.8763,0,168,-118.2698,11,2,0,"2009",2,16,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/1/2010","LAL vs. SAC","SAC",15591,13973,72,97.57,15611,26,4,1,2,5,1,27,662,778,3.52271565484727,2.77265122028674,5.35185813347607
"Jump Shot","Jump Shot",255,20900476,34.0503,236,-6,-118.0338,11,3,0,"2009",32,23,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","1/1/2010","LAL vs. SAC","SAC",15597,13973,72,97.57,15612,26,4,2,6,7,2,27,692,1468,3.5278388431294,3.13553769324487,3.61091791264422
"Turnaround Jump Shot","Jump Shot",191,20900493,33.9203,65,124,-118.2048,6,2,0,"2009",14,14,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","1/3/2010","LAL vs. DAL","DAL",15620,16903,68,96.9,15624,55,4,1,2,3,3,7,374,1066,3.52401365522421,2.63912875563579,5.11799381241676
"Fadeaway Jump Shot","Jump Shot",80,20900506,33.9483,-191,96,-118.4608,2,1,0,"2009",45,21,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/5/2010","LAL vs. HOU","HOU",15627,14769,74,94.96,15646,17,4,1,4,5,1,11,165,555,3.52483877911328,3.04457005563729,4.93447393313069
"Driving Layup Shot","Layup",239,20900506,34.0443,0,0,-118.2698,0,2,0,"2009",22,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/5/2010","LAL vs. HOU","HOU",15636,14769,74,94.96,15647,12,5,1,2,6,5,11,22,1418,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",133,20900516,33.9263,-158,118,-118.4278,11,2,0,"2009",1,19,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/6/2010","LAL @ LAC","LAC",15653,14333,70,95.6,15672,26,4,1,3,5,1,13,661,779,3.52419052480989,2.94449160936039,5.08140436498446
"Alley Oop Dunk Shot","Dunk",290,20900516,34.0443,0,0,-118.2698,8,3,0,"2009",18,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/6/2010","LAL @ LAC","LAC",15662,14333,70,95.6,15673,1,2,1,2,6,5,13,498,1662,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",303,20900516,33.8463,-26,198,-118.2958,6,3,0,"2009",54,19,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/6/2010","LAL @ LAC","LAC",15664,14333,70,95.6,15674,26,4,1,2,5,1,13,414,1746,3.52182968762326,2.94449160936039,5.48479693349065
